ID,TARGET_HOST_ID,SOURCE_HOST_ID,est_duration
5b1352d1-45ae-41fd-a29c-67ad3b2152c8,node-185_2,node-15,1
587d6317-5791-4de4-abc6-cd1efb3f810e,node-93_3,node-28,4
ec5d8321-393a-4306-a3a2-65fb4a761b02,node-80_5,node-84,1
51decbea-ab49-45e4-8e9a-e3838703a73c,node-186_4,node-47,2
cf0027b0-3c1c-46be-86d1-f45dfe823da6,node-62_4,node-15,2
efd6bffa-f40f-47e2-8d19-abf01957a4cd,node-188_5,node-99,2
9a74a202-8fc4-4e05-b776-9446de76154b,node-61_5,node-34,1
d737e61c-5a55-454e-907e-570e234f40ac,node-92_3,node-44,1
216fd544-dbf2-46ec-b637-642e1cf96d3c,node-48_2,node-44,1
6b311089-11d3-4ee5-ad16-199899c2539f,node-186_6,node-43,4
30f32722-b7bb-4c1a-b7ad-3335976f676b,node-186_3,node-27,2
0b257dbd-0753-4b73-a9a1-4a95bdbddd8b,node-47_5,node-50,1
03690784-5f70-4e00-9006-d61c285aef54,node-99_5,node-41,2
3da0c955-bdec-4dda-90f1-0deeefb1bb33,node-186_6,node-19,2
1836be21-d846-4a06-b610-a874c006f45a,node-76_6,node-32,2
d6d4ff2e-183c-43ab-8d28-0e489907f1bc,node-73_1,node-59,1
5608e183-fbe9-4479-bb70-b77db1b0f0de,node-97_6,node-25,3
eefbf576-8019-4aa5-b33f-91a9f4ed8e74,node-100_3,node-87,2
d2e1a5a7-6aa7-4e3b-bebb-5fb2e7c43fdd,node-59_1,node-13,1
bcfeb48a-57cf-44e5-be63-17c7183896a8,node-88_4,node-45,3
b0b6a3f7-8703-41bb-a4f5-5a4c428bed94,node-99_6,node-32,2
550e19f2-2f17-4a29-ad8c-05ca78008723,node-72_5,node-67,2
d8d9adce-3fcf-4dbd-803d-9c03924400c3,node-77_3,node-25,2
7737ed99-adb7-4be5-baa7-d8ec1fb6307e,node-185_6,node-31,2
e5bd07a2-16c3-4987-9e04-91523cdb0757,node-76_4,node-25,2
67a2d4c5-d4df-432b-9eca-8b0a32b93d08,node-100_5,node-46,2
c00a002f-f6ea-4737-a926-97929b2e4ec8,node-95_4,node-36,1
5f50fff6-d0bd-4edd-bbc0-20c3d7c746c2,node-77_6,node-66,3
c23d712b-2839-47c0-a0c3-1253461d1c24,node-186_2,node-25,3
08448658-65ab-4989-8dba-a8f6258d82d0,node-62_5,node-31,3
d83ca705-0a6e-433a-b315-c314baee8a7f,node-48_4,node-18,1
64fbe4b4-0830-4d5f-b1af-14e7c76af567,node-186_4,node-19,1
95b5e343-b2b9-4a73-8ce0-01a43a236821,node-61_1,node-13,2
9a023972-3728-4d1d-8363-068582286202,node-185_5,node-39,1
9edca7c7-d767-4fe9-99a7-9918bf11ae82,node-65_6,node-21,1
bfc6d88f-4b91-4220-a3f8-b6bbf4c32be0,node-50_1,node-66,4
08ea454b-baa3-4f82-8375-51cf8cccf22f,node-189_2,node-36,5
80f33ec3-3972-4f2b-a57d-93b674252a16,node-48_6,node-62,4
947ad3b0-b948-4843-b2e1-867539f5b24a,node-189_6,node-100,3
f6f606c4-2d33-42ef-8748-c25c7b7f4315,node-95_6,node-87,2
fb4713a9-ec01-49dc-b558-30b58921b69f,node-98_5,node-38,4
59d3d917-008a-4c62-9ffe-8cfda70b70a6,node-186_6,node-42,3
a8a57c4f-f049-459b-9a7a-5044e9d825e5,node-62_1,node-43,1
3a87f92a-10e4-435e-a2b5-795617fa7ba0,node-187_6,node-43,1
5621c7d0-f0b2-4bb7-a8d5-28fd36d80bd3,node-50_3,node-19,1
eef2386d-63c0-456b-a997-925c156532e5,node-90_5,node-15,1
7056ade4-aee3-420d-a705-1f9189eb46aa,node-186_3,node-32,4
116e7125-80a1-4f68-861f-55a4e46d7b9f,node-187_3,node-32,7
80e7f825-70d8-4f93-ad32-5f8da4ef2348,node-76_4,node-11,1
c77d378b-292f-4ba9-a421-ae22cd5909a5,node-69_3,node-19,4
3d3f24bc-ce33-4a10-8782-5ed6719ff6f0,node-87_4,node-22,1
65b262f3-02ab-4101-880b-7c2251ced57a,node-50_2,node-62,1
0ca539a4-c030-4420-acce-700c6b7b90f6,node-88_5,node-25,1
a3471cd7-7fa7-4d9c-ac89-0b77885ce0ed,node-91_4,node-33,2
7c44143f-6341-42a9-9e61-677392952c8e,node-184_5,node-31,2
6fa468d2-61d9-4e7a-8501-a4e1f65650c1,node-69_5,node-21,2
609891e7-ad1b-4c74-a809-f544a2049087,node-50_1,node-81,2
239336da-663e-4d21-abee-e7df5ac2479a,node-62_4,node-25,4
31f7fe0e-5669-44f3-a13a-3c2ab18f1f97,node-69_6,node-36,3
a4a05b04-c775-4010-9126-c71d3258732b,node-77_3,node-21,3
f67db724-c31a-4527-9a69-106e3d13d428,node-79_3,node-39,3
55f7205c-6424-42f7-a3f3-be06a72c6203,node-98_5,node-45,4
2595e777-8cb0-44d3-83a3-28a4059b6abf,node-76_1,node-98,3
71c78642-fa2a-41ab-a939-da15e020e37c,node-186_2,node-96,1
fb82c83c-48e3-4bda-a29c-4496c61da330,node-186_2,node-73,7
588dafca-6f9b-4807-823a-2d37b145323b,node-73_3,node-18,1
1af62146-2bf0-456b-9e4f-85c3ea86cff5,node-95_4,node-61,3
60e32dac-99cd-4d5c-8eca-5b9549c1aee5,node-188_6,node-19,4
5021ee7f-6e15-4d7c-99e6-e3fcb1996e0f,node-186_5,node-174,3
d37ac31e-f0d6-46e0-ba02-132967a71193,node-61_4,node-33,4
6d0b1a3a-5310-438d-9572-4032c868fff2,node-189_6,node-11,3
3cabaf3b-f4da-4277-adac-c2695afc9815,node-72_1,node-35,1
20d30cb8-7efd-48cb-8fb3-30dc1081aa6b,node-98_4,node-13,3
9dc547d6-84b1-4338-90e9-83df77316c2e,node-62_5,node-25,4
a73f1278-7cee-48be-8538-7cb7078520ed,node-188_5,node-22,3
793ffe2d-ba08-42bf-a32e-25be5ec08b3c,node-71_1,node-18,1
f2201b3d-c52c-427d-a69b-20e1ff705ee3,node-47_6,node-35,2
d2b91041-e5d2-4070-8862-ce2bafd031c6,node-97_3,node-19,1
99543003-e7a5-4566-9aba-87707e9fd0c2,node-88_5,node-18,5
ebea23c2-2463-4624-9d9f-7918a4b156b9,node-77_4,node-93,6
f0a32ca1-1971-4b50-a2f1-613fdd9c4812,node-95_5,node-29,2
be574e59-2a5e-4fcd-8524-944a2ee6157b,node-189_6,node-19,2
b82457a5-9164-49e2-bd8d-4406e2eb9718,node-187_6,node-19,1
eeb3e21c-8637-4988-aaa8-06eeadd6686f,node-186_5,node-97,1
75d9748f-d7d6-4d28-be7c-275e4da355c4,node-94_6,node-19,1
bb9f512b-2e8c-4407-add8-667668db5255,node-100_4,node-39,3
4c957bfd-4897-41ca-88fd-35338fb9ea7c,node-72_5,node-175,3
1d62c8d2-68dc-45fd-a6f3-2e9f6aa3f1f5,node-61_2,node-30,1
92f58fb2-a382-4649-9d2f-cc38ad4a89e8,node-99_2,node-13,2
66a6770c-65c0-495d-bef1-4ee993fe5b9d,node-189_6,node-33,2
a38a976d-319c-4962-8ef3-18f3e6984f94,node-188_4,node-19,1
8ece2a58-2717-453f-8f77-eda78dc09277,node-91_4,node-39,1
5ca916cb-d404-4eee-bc07-95ad52331481,node-48_6,node-36,1
8a1abf21-7094-4c99-ab6f-33b4a528a852,node-96_3,node-41,1
1f9920f3-996d-4135-86c5-325161e93d0d,node-88_3,node-28,4
3e8b70be-5b83-4e29-b9f8-14a77b86e12e,node-76_4,node-14,4
e71a739e-7dc7-4d9a-92a4-77c23d65c539,node-69_6,node-33,4
ed067ad1-d094-40e9-bdb7-30295fd0de5a,node-71_3,node-173,3
ed053ac9-0146-4eb9-8afc-bdb24552b4d7,node-76_1,node-176,3
de14ed4f-29bd-44c5-91d2-9964c3e5a250,node-47_3,node-173,3
601ca022-d8f8-49a9-9b77-eb86dd11ed44,node-76_5,node-34,3
45c88453-632b-4219-860c-1ad991feb577,node-62_1,node-174,4
af6888e6-0cca-4d31-8c92-63351e0e1861,node-89,node-38,3
8dc5fdc2-0836-4a39-9e32-306c6d267856,node-187_4,node-33,2
8f92a80a-cc51-4763-abb2-79f5105d60c2,node-77_6,node-93,2
6db9835c-277b-4f5f-9a10-5ab6d0a315ef,node-90_6,node-28,3
9eaa1ed8-fc6c-4df0-8c86-d9fe73e9949c,node-100_3,node-25,1
50021787-b1e8-44e6-a78f-2c2f8493dd7f,node-77_2,node-13,4
29bbe8d0-8f5e-4775-8920-8fbe6fa77bc3,node-88_1,node-90,2
2babfe40-eccc-419b-82d3-8a7f38e500ba,node-185_2,node-90,1
9d7ae694-0ef9-4370-80bb-64f2d5f58598,node-87_6,node-91,2
6771cc7b-58b2-4deb-b150-f022f3338d64,node-184_5,node-42,1
69cee49a-f6d3-4c23-8869-0fe1d860b473,node-97_4,node-96,1
22b8c8dc-7193-463f-a883-251e73b5f6aa,node-70_3,node-62,1
d3346324-1473-4960-a944-455b8ae5dd54,node-74_3,node-90,3
65131320-a084-4cbd-ad7d-f079c9ebb9ce,node-62_1,node-33,3
74e5d6b2-e6ed-466c-bbf8-2beeaf7fecd6,node-92_1,node-91,2
6cfe8c37-358c-4c25-812a-adbce2dd97c6,node-95_4,node-99,2
6960ca2e-f790-4f38-bcdd-81aa32df30ce,node-72_2,node-99,3
d1102f1d-c18a-45f6-ab87-6dbe1b361610,node-186_6,node-44,1
49a83c91-fdee-4b34-a35b-8803463dbffa,node-186_5,node-41,2
2e04c880-2c26-42cc-80b3-a0b42f315bc7,node-47_2,node-44,2
7e4dcbd6-742d-40e1-bc44-b13f1969b408,node-186_1,node-59,2
0ea4f489-5327-4818-834f-874ecd4efd2f,node-65_2,node-59,2
a0ff6ed3-6227-4278-92df-0358f4bc1e09,node-73_1,node-96,1
68f21e0d-1233-4ccb-a3e7-f397c179a3a9,node-62_2,node-44,1
0b70c12e-f680-4859-9bbc-cbaa87c8595e,node-189_6,node-174,4
aaabb55f-639b-4d6c-afb5-b72f11071dda,node-185_2,node-45,2
58a24046-098f-4fc4-a758-c0106c3d7f3e,node-65_4,node-60,1
10b04339-40b2-4d7a-ac16-43acb997a8f9,node-95_6,node-97,2
02970a7e-3b17-4d1d-8f2b-42ff046a6a88,node-47_4,node-96,1
b7a0cd17-4d4f-410d-81da-2bfc3e09144d,node-79_1,node-42,2
5cbab725-a065-4758-a60a-b83940eef664,node-71_4,node-90,2
f3d9c86a-ff2b-4c28-8eea-7d7a6c19bfbf,node-62_6,node-45,3
de1b58b4-7a11-445f-924f-cb7d029efef9,node-71_6,node-97,3
5ef2acf6-e54c-4f0e-8477-22aa6a65d2db,node-88_2,node-176,3
ae4f5e7f-e396-42ee-9abd-1c988f51271f,node-69_4,node-96,3
635ee452-f8bc-406b-93af-da9a512853bf,node-88_5,node-98,3
e9e8a0f0-b517-4031-a1b9-8b85770d2d51,node-72_6,node-42,1
94e2df82-70e3-4fc6-99b5-1390a488ed4e,node-97_3,node-173,3
efb42488-4f63-4d93-8065-bc870a30f2c0,node-48_6,node-60,1
5d59c78a-8552-4947-80ff-9049dfdd3d3c,node-65_3,node-46,1
0caa891e-91a0-4716-8246-3f8c56baa5b5,node-187_2,node-44,1
e1c2fd4e-4fb6-4969-a34f-abca9007c1e4,node-188_6,node-31,4
8c909b02-b815-48d9-bd99-231a2014f449,node-186_2,node-98,3
3a562754-e520-40cb-b017-dc3bf02ec02a,node-189_4,node-79,1
2b286e23-e06a-4aad-84f1-b2de4d84321b,node-72_1,node-174,3
1c3659e5-a9ad-4bd7-ab46-5e6a577af46b,node-69_6,node-41,3
92f821dd-668e-4942-94b8-f200587137ae,node-186_6,node-18,1
011ac088-7682-4630-9f6a-907f249955d3,node-72_3,node-42,12
a92902ef-991e-4c30-a0aa-87a6993f5faf,node-69_2,node-90,5
487b573c-7f69-42e2-9c4b-c6619c4ac07f,node-80_5,node-42,4
79251b1e-15b4-4490-b9b8-2996d9c805d0,node-71_3,node-92,3
12be588b-481f-4d38-851c-90bccd4c5a91,node-188_4,node-90,4
f7d13f2b-c84d-47f3-9db1-4ea6301f2508,node-71_4,node-44,1
5adcb733-954e-45af-adff-a65bb706b433,node-186_3,node-44,1
f850a6a6-9b8d-4605-83a8-5b3d18f7b2f7,node-99_1,node-45,1
5438b7f0-a0bb-4b30-b3e9-dd18f7d447eb,node-97_6,node-62,1
d0a80723-327a-4c2a-80e0-32071e4a514c,node-65_2,node-91,1
a40a1c56-d90d-4b38-9576-140fdb1c29c5,node-99_3,node-174,3
d9fa328f-ad6e-4d28-b651-3ffb92f9267a,node-187_1,node-13,3
c82e2ef8-9a99-4fc4-b717-3bb2080b0dd8,node-61_2,node-53,1
f21a3516-4336-48b9-b144-30e78ec2bf30,node-189_2,node-87,7
92c86b25-515c-4300-bd75-b802ef62770f,node-71_2,node-45,3
08c9dfd6-db8e-434d-aeb3-50105a749cf8,node-99_2,node-93,1
cd1b4e07-1368-48a1-89c9-fb6cd98b7a89,node-95_3,node-97,3
87beea76-a7e1-412e-8c57-879b0cba451f,node-96_3,node-174,3
93d7d3e5-30d5-429e-8ceb-2b2361f38026,node-50_2,node-100,1
19bd8eee-8cc0-49a6-816f-b360dfa084ad,node-186_1,node-42,1
db202c77-4b4e-4aa0-a273-9e9b09d91b89,node-88_1,node-97,3
6d936c58-472e-43ee-af83-8ea040e0b5b4,node-185_5,node-66,3
97a6e35f-06c4-4b43-ba84-4debda37d75f,node-65_4,node-50,4
ea36cd9c-88dd-4c0b-ba43-8017357af2f4,node-187_2,node-42,1
7eda4466-c140-4df4-b9fe-ff588e4423b1,node-72_4,node-66,1
a49713cb-4c41-4f88-939c-fe5d53151169,node-185_1,node-90,4
21b62ab1-e4da-44c8-8c54-a61a74cd03b2,node-60_5,node-47,1
3827a3ba-b1f8-47f6-8f98-25aa3cbc1576,node-71_1,node-50,1
c94f06b9-c793-44a5-9724-fe757f8730c9,node-60_1,node-50,2
0a7b933e-5b0b-425d-ae99-544bae8f5483,node-95_1,node-44,2
2cfb3b53-2774-41f8-a7be-2d1fd4ddfeb4,node-188_5,node-50,3
7f8f8344-422d-4a68-acb2-c8f1d547f897,node-77_1,node-29,8
0409c4c4-f609-419b-b0f1-d30ad93e7dfb,node-187_1,node-44,3
5e0d0c19-6489-483a-a975-9af789ee0b68,node-188_4,node-43,1
4b340c2c-a641-446f-890f-96b48387ac48,node-88_4,node-44,1
b423e755-47b2-4e91-ad4f-4135deff6cf0,node-49_5,node-31,2
75d97e5f-0ca6-4331-a71f-407695186708,node-71_6,node-47,1
58e165ab-6a2e-48db-92c6-8ec19bf891a9,node-186_5,node-44,2
809c95cb-1c4d-4526-8a80-e8cd5195ba9a,node-189_2,node-175,3
b0d38c56-082f-48d5-9f8f-fd6ed33ced83,node-189_4,node-42,1
40371e7c-16f4-4b9f-ac5f-894dafc13f53,node-90_3,node-98,3
3ff916d7-a113-4c3a-af99-82d6fae94cd7,node-94_2,node-173,4
3c120a13-3cc8-4932-a853-4e096416477c,node-65_3,node-176,4
a922139c-651a-4515-93da-ef5d588b3b73,node-76_6,node-60,1
c5f58e63-ae30-4bb0-9273-d9af3866a5d5,node-185_3,node-42,1
7aad5ed3-b5e0-47ef-9100-143da68f6b77,node-69_5,node-45,2
092b9802-aef1-4251-8c96-ee24ad8d1123,node-65_4,node-45,1
e404cb11-e744-46fc-a869-fea127403474,node-80_4,node-29,4
516c1e98-8918-4d1d-b71e-87e159df2523,node-59_6,node-42,3
a890c23e-fc24-456d-9763-be3cdea0b6d2,node-77_6,node-36,2
c64363be-1a82-4e38-87a8-96792d6fbe34,node-187_3,node-100,3
2008a507-5d82-4d04-b267-302141f8f360,node-48_2,node-44,2
15ff5c9b-6533-4925-a0f9-a36c1ad4f5e0,node-65_1,node-24,4
50b03206-baf3-46a6-8479-7fb41135032f,node-187_1,node-24,1
e9fc1ed8-d4c7-4e4c-9ada-caed233cf341,node-77_4,node-21,2
8e558074-ad3e-49d3-b24a-9824162f44d8,node-69_3,node-36,2
bf34103a-9984-4902-b671-9a104f031139,node-88_1,node-176,4
f4aa2f57-dc25-422c-8d18-91db4c5afa2b,node-65_4,node-24,1
a99ca43c-f2ad-4f9b-bbee-6d7934078ffb,node-47_2,node-60,6
39a676c3-dca0-4afe-a0bb-ecaaff4c42ea,node-74_1,node-176,4
831c9d1c-4b3b-48a3-99c4-329f4b58ba4d,node-87_2,node-85,1
64ae305c-7411-4f41-8606-345e4949301e,node-77_3,node-173,3
f709408b-c89e-404d-93ef-df1adc79f268,node-189_1,node-173,4
a5130713-40e2-4292-bbff-acfcaf6251a8,node-187_2,node-174,3
a7f3cddd-b032-42b3-8370-e0cd53abbf8d,node-62_4,node-31,2
2cd81361-cc3e-4731-8879-08a212a35d48,node-76_5,node-24,1
1403fbac-4f66-434b-893f-8dfbb2a4dc61,node-100_6,node-59,4
cbf42ec2-7708-492a-a1a7-4390977ada74,node-73_5,node-27,1
5078783e-484b-4237-bdc5-f41f958758ad,node-73_6,node-18,5
ea6e2acc-d393-49dd-85bc-710fdac18b23,node-91_6,node-173,3
988b9208-2277-46a7-b3f4-ff807d27f9d0,node-188_4,node-174,3
bff82ef4-86f2-4e14-861b-0008374662e6,node-98_5,node-173,3
50f804c8-21fe-46d8-a151-c4e168e9a98b,node-74_1,node-176,4
979df5c9-8566-488c-88b7-6b7735e925e2,node-187_2,node-33,1
bab151fe-4f2a-48b2-b87f-fb5a990b8f1e,node-189_6,node-90,4
d4ed796d-5a31-43e0-8a57-61439fbd4e6e,node-186_3,node-19,1
5ad48b37-ebc0-4e7c-96ba-87d7dc4d490c,node-71_2,node-30,1
bc97e1af-864e-417f-b426-de230c066178,node-70_6,node-173,4
e8af9d65-4661-46ab-83ed-9a5705524197,node-187_4,node-33,4
010ef403-f94b-47d0-87f7-88b1603d1495,node-187_5,node-33,1
47ef5c9b-5d7e-43f1-b104-1b9b43169721,node-97_2,node-46,1
9e53caef-7f29-4fc4-bb6c-d30d288d5eae,node-187_5,node-33,3
fa8af549-456b-43ae-9721-65eb68239986,node-88_3,node-33,4
3d36e51f-1435-4a1a-8dd4-fd40dc0ab480,node-65_6,node-36,3
de1a05ae-2e10-4fea-ab6c-192ef71bd252,node-77_6,node-13,3
ed9d4ee5-32bb-4816-8319-2f1437f1ccfc,node-185_3,node-27,1
ab47fc4c-2c2a-415a-88a5-61e31e2b9eee,node-100_4,node-36,6
5a5e6dda-47be-46a2-99e7-89b6e4928ebf,node-69_4,node-23,7
0e03e970-f681-4d7c-9033-ea7436a786fa,node-72_3,node-11,7
52b44530-012c-4369-a710-e81d3dfac77f,node-71_4,node-36,1
b6ab1067-da63-4b6e-9c0b-8c9078d810fc,node-98_6,node-44,1
63f92743-59e9-4612-ac6e-0b48f49b2f63,node-80_1,node-92,1
86a453ea-aef6-4cc2-997c-53b85dee0bab,node-74_6,node-59,1
ff155830-d44e-455b-9ae5-2275e530b57c,node-69_2,node-42,1
bb653841-362e-4215-9568-349c651ac8db,node-65_2,node-175,1
3b2973b2-33d9-40f9-8555-85371b206d2e,node-98_6,node-175,1
b7630800-460e-4cd3-9d6e-1a9cdef1c8cc,node-70_2,node-42,1
ea9b840d-db95-447a-a749-8643c64e5562,node-185_5,node-25,1
cd0b3b23-0286-44f5-a577-2243ecd60fef,node-77_3,node-22,1
a52579a5-14d8-4acb-a22a-0fa5269f90a1,node-96_5,node-59,1
439b28e0-cae1-4a25-aa19-5ed23b48c42f,node-60_5,node-23,2
c16de18e-e771-48ee-94ae-db3201e60b6b,node-93_3,node-171,1
4f4e3211-d82a-4219-979f-6a0100e35e8d,node-96_1,node-45,1
733555a5-6ffc-4bac-848b-87a7f0505f99,node-188_4,node-171,4
60c59ab2-452a-4b12-9983-70519697ef98,node-77_1,node-18,1
3762884d-a723-4461-9a60-48c95a47aed1,node-186_1,node-38,1
26cf5594-4edb-4556-a4d4-63d7428752f5,node-189_6,node-18,1
196b8352-53a2-40ba-a8d2-40dfda45a6b2,node-72_5,node-59,3
58ad733d-f253-470d-8711-8b3ab36e1961,node-69_6,node-33,4
ecf61e3e-72d2-4fed-aa0c-c2d878c087be,node-97_6,node-11,1
83dbd939-673f-49ba-a49e-5d49d8b2a98e,node-87_5,node-33,1
ad7e3c87-f7a9-488e-bb40-04f2ae6ce6ba,node-92_1,node-79,1
31724ed5-574e-4b29-a8d0-bbf547af03d2,node-100_1,node-19,2
fe593ef8-83bc-41cc-996d-e773290f0db2,node-62_5,node-60,3
6df790b8-80e2-4aef-ac48-d44312364872,node-61_1,node-100,1
8b9169a3-d285-4a16-8022-6a6074354479,node-79_5,node-17,1
16763810-5bd3-435e-8e4a-6d9068ba4daa,node-189_1,node-79,3
57a14df0-6f42-4a55-988e-a31b7a39cfa2,node-92_3,node-66,3
dea900a9-c882-4f3a-b519-538036388308,node-189_1,node-99,3
2bf43295-753e-460b-9028-10ea2d50c27f,node-62_5,node-13,4
fb80796d-e78f-4eff-8b59-5fcf41c3cebb,node-62_5,node-176,1
eccc9aff-5dcd-475d-bbbe-60367125ad5a,node-76_5,node-176,3
1cd1ee99-a441-4243-b006-b9a7aac1ab86,node-94_5,node-174,5
60676634-d524-4a06-bf29-25d8a91c5324,node-95_2,node-174,4
25d77ccd-6a0f-4263-9fdd-88719b062671,node-187_6,node-176,1
2260e4f5-6b3e-45f8-b35b-c849dfb622c3,node-47_4,node-176,1
274730b0-9cef-4a1a-a363-6473304dc7ad,node-185_5,node-176,4
0d22f84d-448f-4fd7-9530-a0905aba9d14,node-100_6,node-44,2
ca6895ba-b41b-46ea-a8bc-564f34d0a3fb,node-184_5,node-175,1
8a10dc86-a7d8-4207-9c68-b051e6e7659f,node-48_2,node-90,2
c8bc711d-30e2-4e5b-96f7-bf286dcc9c25,node-73_6,node-175,3
df598189-b80c-4342-baf1-2c1afedffc38,node-100_3,node-175,1
1423900f-858b-43cf-9e52-e44cfdb1912f,node-186_2,node-60,1
9ce3638f-b746-4406-a400-71422837fc43,node-69_1,node-175,3
bde71dd1-87b3-49b3-a2e3-515981557a6e,node-100_3,node-99,2
53c13be3-ffb1-47b0-ac56-4e42b6478c20,node-48_2,node-172,4
efaa54c5-4fc0-442e-8755-5ec1fcb7055a,node-65_6,node-18,3
196e2533-dc2a-4acf-bd6a-f774c7acac8e,node-47_2,node-172,3
d3ea09a5-f255-48bb-b10e-4518703eb2a0,node-77_6,node-60,3
fd2c91ec-9770-421b-ba56-cd5880b2d2d2,node-62_4,node-172,4
6041d6e6-34a1-4dd0-8a52-ef785f65fd2d,node-80_4,node-60,3
62978b7c-033b-43fe-a9e1-b0900e0c548e,node-68_2,node-172,4
e7756f23-5200-49f9-a754-1536fbaeef4f,node-88_2,node-171,3
bcec13e3-f043-4d59-8303-19d8ecc8e3e8,node-70_3,node-172,3
e420f5ee-b0da-4460-80b4-64000b39c624,node-48_6,node-171,3
60fe1571-154f-4323-a248-760ab1e3586d,node-49_6,node-172,1
f540b949-09a2-4b55-85ec-e1718c29e37a,node-47_2,node-172,4
f880f8c4-48dc-4cef-af20-fa6d674f2b4a,node-187_4,node-171,3
28c56d3a-8ac1-4077-a8be-12e4b63855a4,node-187_2,node-172,4
b4e0c215-46ea-425c-855b-93b2c90139db,node-65_4,node-171,3
c743a833-0e89-4ddf-a261-e82bc7220418,node-187_3,node-60,1
18f0b858-2e63-4352-8f54-5b2cafef4bf0,node-95_5,node-172,1
8b4fb350-a0b1-4b63-8621-22f04011be06,node-189_1,node-46,2
c6c330cd-15f7-43be-a494-9c95fe9c5ec2,node-187_6,node-171,3
cba724cc-8781-4e63-9277-ab624a307881,node-69_1,node-60,1
d218924b-13ab-4966-86e0-b5c66cd984e2,node-100_4,node-171,1
91345cb1-c225-48f5-a494-d319e6d7edb6,node-72_1,node-171,4
fd6e8605-d48d-4ea6-8b22-49e069de7d94,node-99_2,node-42,1
f9ab55d3-82f7-44ca-aaa1-106713cf42cc,node-94_1,node-68,3
032f0828-8241-4e81-9dce-e1d44bb29723,node-48,node-60,1
7eb4abb4-f162-4f68-a267-5d3190ec8028,node-69_1,node-99,2
6a78e63b-a5c4-45ca-8717-b6a8840746d4,node-62_4,node-44,2
24b43363-ccf9-42f6-ad7d-4f62b1cda8df,node-97_3,node-60,2
b96db8ab-af49-4851-b53d-de8f7dfb3267,node-69_3,node-60,3
3d3483f4-40a6-44df-86a9-74e9c57b3b4b,node-77_1,node-42,1
71f3121f-4fb8-48bd-9401-893def3a3031,node-88_4,node-59,1
ba85fc3a-b011-4227-89f7-2a5ee42e142b,node-59_1,node-42,1
a5480661-a473-468a-9f10-a16529803d3f,node-49_5,node-49,1
2494a1d3-3a91-4860-937e-e05fe3f48acd,node-73_3,node-171,3
2f9da3c5-e04b-434d-8a1b-46898e18e3c6,node-87_4,node-42,3
41c074a9-96e7-43ef-8c42-927858cb42e4,node-74_2,node-171,3
ce74a27a-4f87-4322-b97e-899e6b0205cc,node-189_3,node-100,1
770b519f-c531-4549-8ef0-470fb0cf6bb7,node-65_4,node-172,3
a7145a95-361e-4dbd-8a93-37a0b5710a97,node-98_2,node-60,1
37cbb7ef-cddd-4b99-96b2-d8509e1f68a7,node-94_6,node-50,1
bfd71ca3-c140-4e26-99a5-8062844fb505,node-69_6,node-172,1
659d5b54-0ee5-40ba-ac7b-e15fff2c2c19,node-100_2,node-171,4
abf635ef-5535-4b6e-92ca-593a9b42a441,node-186_1,node-66,1
b00c2f66-7d6c-42bb-87d7-83db48fb701f,node-77_6,node-50,1
7d107c01-0875-4a68-92cf-c1e86c12d4f7,node-70_1,node-50,1
99ac1f06-c280-44ab-af2e-53eaf52e4f60,node-88_3,node-68,1
069337f2-52cd-4969-b3de-f0c41124d717,node-69_1,node-45,1
b1ec87c5-9ab1-4131-941e-7403e3667720,node-95_6,node-171,3
910099c8-6ad5-4892-9a36-77f4690ed5d3,node-49_1,node-97,1
c9fef03a-55ae-4b09-ab0f-095ae5388577,node-65_5,node-50,3
34c3dae9-4111-43c6-854d-ac9b1e5e1703,node-100_3,node-172,1
d363d4ad-901f-45c8-b0ba-3cf5f8626242,node-68_2,node-172,3
e8f9a3e4-a557-43f4-8420-164ce08050b9,node-94_3,node-171,3
b43c514b-3c27-4ae7-bf33-122791399fff,node-73_4,node-50,4
cba58078-04d1-408f-ac48-cffcf27191e9,node-97_6,node-172,2
46cdbfb4-75f2-459b-acc7-f80f579b62f7,node-74_2,node-14,1
a61089cf-a7b1-4f48-9d93-37fe2af0aa56,node-74_4,node-60,1
2363afd7-f745-43e2-ad1a-ae6c733f8cd1,node-74_4,node-172,1
d8124cc3-63ce-4270-b34c-0a3bda41cbf9,node-48_4,node-44,1
f1baa133-e4ad-4803-95f1-9292409412b6,node-73_5,node-50,2
9747d699-5a98-473f-b325-8360456c4780,node-94_4,node-171,3
aff7a80e-a54d-420f-9268-c220e0f37f00,node-95_3,node-73,4
c52074d0-c8c9-4854-ae13-17c4fc75555c,node-186_1,node-172,3
df0aa0c3-90d3-478f-a8d6-ac703aa2eec4,node-88_2,node-175,4
bf76c460-4119-4201-832b-d25ba9e05056,node-100_3,node-175,5
6fbe8287-87c1-4022-85c7-62661a30428d,node-96_6,node-175,6
0b1e1143-99c6-4299-8bb7-fc0005636ecd,node-69_5,node-176,6
5535c1ac-a879-4f19-a4d4-8b95d69d4f9f,node-88_6,node-172,7
615fe8dd-9d43-4c15-a3f2-e81a331029bd,node-65_4,node-59,1
bd995b9c-5984-4991-8328-2002d509477e,node-65_4,node-38,1
eaeb4292-6295-48c8-99f5-3f239c27a35d,node-187_4,node-59,3
bba5f596-4059-45ff-ab79-526b323863ba,node-61_6,node-174,8
d5872b40-ffd3-4c6e-be47-eb81c0e2d2ff,node-99_5,node-96,2
